"booking_id";"pnr";"passenger_id";"flight_id";"seats";"total_price";"status";"booking_date"
3042;"PNR13042";419;84;1;56000.0;"CONFIRMED";"2026-06-03 12:42:00"
3043;"PNR13043";314;320;2;150000.0;"CONFIRMED";"2026-06-03 12:43:00"
3044;"PNR13044";348;105;6;336000.0;"CONFIRMED";"2026-06-03 12:44:00"
3045;"PNR13045";224;94;1;4500.0;"CONFIRMED";"2026-06-03 12:45:00"
3046;"PNR13046";88;295;2;37000.0;"CONFIRMED";"2026-06-03 12:46:00"
3047;"PNR13047";26;159;6;132000.0;"CONFIRMED";"2026-06-03 12:47:00"
3048;"PNR13048";401;328;4;50000.0;"CONFIRMED";"2026-06-03 12:48:00"
3049;"PNR13049";493;402;5;62500.0;"CONFIRMED";"2026-06-03 12:49:00"
3050;"PNR13050";191;249;3;126000.0;"CONFIRMED";"2026-06-03 12:50:00"
3051;"PNR13051";499;103;3;13500.0;"CONFIRMED";"2026-06-03 12:51:00"
3052;"PNR13052";237;146;1;86000.0;"CONFIRMED";"2026-06-03 12:52:00"
3053;"PNR13053";69;75;4;344000.0;"CONFIRMED";"2026-06-03 12:53:00"
3054;"PNR13054";38;326;5;110000.0;"CONFIRMED";"2026-06-03 12:54:00"
3055;"PNR13055";392;447;4;88000.0;"CANCELLED";"2026-06-03 12:55:00"
3056;"PNR13056";157;495;6;588000.0;"CONFIRMED";"2026-06-03 12:56:00"
3057;"PNR13057";132;100;3;27000.0;"CONFIRMED";"2026-06-03 12:57:00"
3058;"PNR13058";406;35;3;258000.0;"CONFIRMED";"2026-06-03 12:58:00"
3059;"PNR13059";79;481;2;18000.0;"CONFIRMED";"2026-06-03 12:59:00"
3060;"PNR13060";374;497;2;196000.0;"CANCELLED";"2026-06-03 13:00:00"
3061;"PNR13061";399;91;6;75000.0;"PENDING";"2026-06-03 13:01:00"
3062;"PNR13062";453;78;1;12500.0;"CONFIRMED";"2026-06-03 13:02:00"
3063;"PNR13063";271;390;2;196000.0;"CONFIRMED";"2026-06-03 13:03:00"
3064;"PNR13064";360;166;6;132000.0;"CANCELLED";"2026-06-03 13:04:00"
3065;"PNR13065";423;433;2;172000.0;"PENDING";"2026-06-03 13:05:00"
3066;"PNR13066";493;249;6;516000.0;"CANCELLED";"2026-06-03 13:06:00"
3067;"PNR13067";238;368;1;75000.0;"CONFIRMED";"2026-06-03 13:07:00"
3068;"PNR13068";418;7;2;172000.0;"PENDING";"2026-06-03 13:08:00"
3069;"PNR13069";219;241;5;210000.0;"CANCELLED";"2026-06-03 13:09:00"
3070;"PNR13070";468;382;3;15600.0;"CONFIRMED";"2026-06-03 13:10:00"
3071;"PNR13071";53;399;6;54000.0;"CONFIRMED";"2026-06-03 13:11:00"
3072;"PNR13072";222;202;2;49000.0;"CONFIRMED";"2026-06-03 13:12:00"
3073;"PNR13073";270;329;2;25000.0;"CONFIRMED";"2026-06-03 13:13:00"
3074;"PNR13074";441;162;2;10400.0;"CONFIRMED";"2026-06-03 13:14:00"
3075;"PNR13075";319;85;6;588000.0;"PENDING";"2026-06-03 13:15:00"
3076;"PNR13076";99;132;5;122500.0;"CONFIRMED";"2026-06-03 13:16:00"
3077;"PNR13077";469;495;6;588000.0;"CONFIRMED";"2026-06-03 13:17:00"
3078;"PNR13078";168;52;3;18300.0;"CANCELLED";"2026-06-03 13:18:00"
3079;"PNR13079";291;109;5;340000.0;"PENDING";"2026-06-03 13:19:00"
3080;"PNR13080";4;498;3;66000.0;"CONFIRMED";"2026-06-03 13:20:00"
3081;"PNR13081";342;199;2;136000.0;"CONFIRMED";"2026-06-03 13:21:00"
3082;"PNR13082";409;198;6;36600.0;"PENDING";"2026-06-03 13:22:00"
3083;"PNR13083";489;51;4;24400.0;"PENDING";"2026-06-03 13:23:00"
3084;"PNR13084";261;8;6;180000.0;"CONFIRMED";"2026-06-03 13:24:00"
3085;"PNR13085";177;141;1;22000.0;"CANCELLED";"2026-06-03 13:25:00"
3086;"PNR13086";186;450;3;126000.0;"PENDING";"2026-06-03 13:26:00"
3087;"PNR13087";89;419;5;280000.0;"CONFIRMED";"2026-06-03 13:27:00"
3088;"PNR13088";1;409;6;516000.0;"CANCELLED";"2026-06-03 13:28:00"
3089;"PNR13089";190;86;6;111000.0;"CONFIRMED";"2026-06-03 13:29:00"
3090;"PNR13090";146;499;3;37500.0;"CONFIRMED";"2026-06-03 13:30:00"
3091;"PNR13091";227;47;2;18000.0;"CONFIRMED";"2026-06-03 13:31:00"
3092;"PNR13092";139;260;4;98000.0;"CANCELLED";"2026-06-03 13:32:00"
3093;"PNR13093";148;68;1;12500.0;"CONFIRMED";"2026-06-03 13:33:00"
3094;"PNR13094";63;260;3;55500.0;"CONFIRMED";"2026-06-03 13:34:00"
3095;"PNR13095";270;257;4;344000.0;"PENDING";"2026-06-03 13:35:00"
3096;"PNR13096";60;432;4;168000.0;"PENDING";"2026-06-03 13:36:00"
3097;"PNR13097";192;66;2;60000.0;"PENDING";"2026-06-03 13:37:00"
3098;"PNR13098";20;72;4;50000.0;"CONFIRMED";"2026-06-03 13:38:00"
3099;"PNR13099";263;52;4;300000.0;"CONFIRMED";"2026-06-03 13:39:00"
3100;"PNR13100";343;243;4;120000.0;"CONFIRMED";"2026-06-03 13:40:00"
3101;"PNR13101";138;179;1;18500.0;"CANCELLED";"2026-06-03 13:41:00"
3102;"PNR13102";103;359;5;92500.0;"PENDING";"2026-06-03 13:42:00"
3103;"PNR13103";20;298;3;18300.0;"CONFIRMED";"2026-06-03 13:43:00"
3104;"PNR13104";414;166;3;204000.0;"PENDING";"2026-06-03 13:44:00"
3105;"PNR13105";484;155;1;24500.0;"PENDING";"2026-06-03 13:45:00"
3106;"PNR13106";205;148;2;9000.0;"CONFIRMED";"2026-06-03 13:46:00"
3107;"PNR13107";30;133;2;10400.0;"CANCELLED";"2026-06-03 13:47:00"
3108;"PNR13108";469;44;2;44000.0;"CANCELLED";"2026-06-03 13:48:00"
3109;"PNR13109";245;377;2;25000.0;"CONFIRMED";"2026-06-03 13:49:00"
3110;"PNR13110";493;297;4;392000.0;"PENDING";"2026-06-03 13:50:00"
3111;"PNR13111";399;13;3;15600.0;"CANCELLED";"2026-06-03 13:51:00"
3112;"PNR13112";488;150;6;75000.0;"CONFIRMED";"2026-06-03 13:52:00"
3113;"PNR13113";269;81;6;75000.0;"CONFIRMED";"2026-06-03 13:53:00"
3114;"PNR13114";2;34;6;54000.0;"CANCELLED";"2026-06-03 13:54:00"
3115;"PNR13115";401;308;3;13500.0;"CONFIRMED";"2026-06-03 13:55:00"
3116;"PNR13116";300;375;4;344000.0;"CONFIRMED";"2026-06-03 13:56:00"
3117;"PNR13117";67;359;5;22500.0;"CONFIRMED";"2026-06-03 13:57:00"
3118;"PNR13118";42;417;6;54000.0;"CONFIRMED";"2026-06-03 13:58:00"
3119;"PNR13119";334;357;2;172000.0;"CONFIRMED";"2026-06-03 13:59:00"
3120;"PNR13120";68;392;2;9000.0;"CONFIRMED";"2026-06-03 14:00:00"
3121;"PNR13121";252;379;2;18000.0;"CONFIRMED";"2026-06-03 14:01:00"
3122;"PNR13122";173;436;2;60000.0;"CANCELLED";"2026-06-03 14:02:00"
3123;"PNR13123";349;182;2;12200.0;"CANCELLED";"2026-06-03 14:03:00"
3124;"PNR13124";18;22;3;90000.0;"PENDING";"2026-06-03 14:04:00"
3125;"PNR13125";100;113;6;75000.0;"CONFIRMED";"2026-06-03 14:05:00"
3126;"PNR13126";8;490;3;258000.0;"CONFIRMED";"2026-06-03 14:06:00"
3127;"PNR13127";425;91;3;15600.0;"CONFIRMED";"2026-06-03 14:07:00"
3128;"PNR13128";202;22;1;6100.0;"PENDING";"2026-06-03 14:08:00"
3129;"PNR13129";5;320;6;75000.0;"CONFIRMED";"2026-06-03 14:09:00"
3130;"PNR13130";446;483;4;272000.0;"CONFIRMED";"2026-06-03 14:10:00"
3131;"PNR13131";31;400;6;27000.0;"CANCELLED";"2026-06-03 14:11:00"
3132;"PNR13132";213;368;1;18500.0;"CANCELLED";"2026-06-03 14:12:00"
3133;"PNR13133";286;100;6;450000.0;"CONFIRMED";"2026-06-03 14:13:00"
3134;"PNR13134";255;176;6;180000.0;"CANCELLED";"2026-06-03 14:14:00"
3135;"PNR13135";358;488;3;37500.0;"PENDING";"2026-06-03 14:15:00"
3136;"PNR13136";277;325;2;25000.0;"CONFIRMED";"2026-06-03 14:16:00"
3137;"PNR13137";309;115;5;62500.0;"PENDING";"2026-06-03 14:17:00"
3138;"PNR13138";468;382;4;300000.0;"CANCELLED";"2026-06-03 14:18:00"
3139;"PNR13139";272;361;5;22500.0;"CONFIRMED";"2026-06-03 14:19:00"
3140;"PNR13140";141;288;5;30500.0;"CONFIRMED";"2026-06-03 14:20:00"
3141;"PNR13141";24;277;4;168000.0;"CONFIRMED";"2026-06-03 14:21:00"
3142;"PNR13142";415;157;1;9000.0;"CANCELLED";"2026-06-03 14:22:00"
3143;"PNR13143";384;468;2;60000.0;"CANCELLED";"2026-06-03 14:23:00"
3144;"PNR13144";338;437;5;280000.0;"CANCELLED";"2026-06-03 14:24:00"
3145;"PNR13145";408;389;4;88000.0;"CONFIRMED";"2026-06-03 14:25:00"
3146;"PNR13146";295;31;3;13500.0;"PENDING";"2026-06-03 14:26:00"
3147;"PNR13147";104;360;5;122500.0;"CONFIRMED";"2026-06-03 14:27:00"
3148;"PNR13148";199;277;1;68000.0;"CONFIRMED";"2026-06-03 14:28:00"
3149;"PNR13149";121;139;2;12200.0;"CONFIRMED";"2026-06-03 14:29:00"
3150;"PNR13150";31;482;6;27000.0;"CONFIRMED";"2026-06-03 14:30:00"
3151;"PNR13151";128;135;4;20800.0;"CONFIRMED";"2026-06-03 14:31:00"
3152;"PNR13152";275;5;4;120000.0;"CONFIRMED";"2026-06-03 14:32:00"
3153;"PNR13153";106;284;6;588000.0;"PENDING";"2026-06-03 14:33:00"
3154;"PNR13154";436;451;5;150000.0;"CONFIRMED";"2026-06-03 14:34:00"
3155;"PNR13155";250;166;5;110000.0;"PENDING";"2026-06-03 14:35:00"
3156;"PNR13156";266;481;5;22500.0;"CONFIRMED";"2026-06-03 14:36:00"
3157;"PNR13157";304;421;3;37500.0;"PENDING";"2026-06-03 14:37:00"
3158;"PNR13158";24;308;3;204000.0;"CANCELLED";"2026-06-03 14:38:00"
3159;"PNR13159";118;287;5;490000.0;"CONFIRMED";"2026-06-03 14:39:00"
3160;"PNR13160";12;443;1;22000.0;"CANCELLED";"2026-06-03 14:40:00"
3161;"PNR13161";429;149;5;430000.0;"CONFIRMED";"2026-06-03 14:41:00"
3162;"PNR13162";414;467;1;24500.0;"CONFIRMED";"2026-06-03 14:42:00"
3163;"PNR13163";333;10;3;66000.0;"CONFIRMED";"2026-06-03 14:43:00"
3164;"PNR13164";457;62;5;26000.0;"CONFIRMED";"2026-06-03 14:44:00"
3165;"PNR13165";385;360;1;5200.0;"CONFIRMED";"2026-06-03 14:45:00"
3166;"PNR13166";349;397;6;516000.0;"CONFIRMED";"2026-06-03 14:46:00"
3167;"PNR13167";70;27;6;132000.0;"CONFIRMED";"2026-06-03 14:47:00"
3168;"PNR13168";172;217;3;204000.0;"CONFIRMED";"2026-06-03 14:48:00"
3169;"PNR13169";328;116;6;147000.0;"CONFIRMED";"2026-06-03 14:49:00"
3170;"PNR13170";236;55;1;6100.0;"PENDING";"2026-06-03 14:50:00"
3171;"PNR13171";126;246;5;430000.0;"PENDING";"2026-06-03 14:51:00"
3172;"PNR13172";161;108;1;12500.0;"CONFIRMED";"2026-06-03 14:52:00"
3173;"PNR13173";167;6;4;392000.0;"CANCELLED";"2026-06-03 14:53:00"
3174;"PNR13174";26;176;1;56000.0;"PENDING";"2026-06-03 14:54:00"
3175;"PNR13175";488;69;2;18000.0;"CONFIRMED";"2026-06-03 14:55:00"
3176;"PNR13176";496;332;5;92500.0;"CONFIRMED";"2026-06-03 14:56:00"
3177;"PNR13177";60;241;5;430000.0;"PENDING";"2026-06-03 14:57:00"
3178;"PNR13178";367;468;4;392000.0;"CONFIRMED";"2026-06-03 14:58:00"
3179;"PNR13179";18;284;6;111000.0;"CONFIRMED";"2026-06-03 14:59:00"
3180;"PNR13180";480;369;5;210000.0;"CONFIRMED";"2026-06-03 15:00:00"
3181;"PNR13181";309;419;5;110000.0;"CONFIRMED";"2026-06-03 15:01:00"
3182;"PNR13182";375;108;4;18000.0;"CANCELLED";"2026-06-03 15:02:00"
3183;"PNR13183";282;104;1;5200.0;"CONFIRMED";"2026-06-03 15:03:00"
3184;"PNR13184";163;425;4;36000.0;"CONFIRMED";"2026-06-03 15:04:00"
3185;"PNR13185";412;164;4;36000.0;"CONFIRMED";"2026-06-03 15:05:00"
3186;"PNR13186";153;392;5;122500.0;"CONFIRMED";"2026-06-03 15:06:00"
3187;"PNR13187";17;487;5;22500.0;"CONFIRMED";"2026-06-03 15:07:00"
3188;"PNR13188";271;395;5;30500.0;"PENDING";"2026-06-03 15:08:00"
3189;"PNR13189";264;49;3;126000.0;"CONFIRMED";"2026-06-03 15:09:00"
3190;"PNR13190";32;311;6;336000.0;"CONFIRMED";"2026-06-03 15:10:00"
3191;"PNR13191";4;146;4;344000.0;"CONFIRMED";"2026-06-03 15:11:00"
3192;"PNR13192";310;303;4;18000.0;"CANCELLED";"2026-06-03 15:12:00"
3193;"PNR13193";286;231;5;92500.0;"CANCELLED";"2026-06-03 15:13:00"
3194;"PNR13194";494;67;4;24400.0;"CANCELLED";"2026-06-03 15:14:00"
3195;"PNR13195";396;472;6;147000.0;"CANCELLED";"2026-06-03 15:15:00"
3196;"PNR13196";2;198;5;62500.0;"CANCELLED";"2026-06-03 15:16:00"
3197;"PNR13197";451;234;6;111000.0;"CONFIRMED";"2026-06-03 15:17:00"
3198;"PNR13198";70;475;4;392000.0;"CONFIRMED";"2026-06-03 15:18:00"
3199;"PNR13199";358;379;3;294000.0;"CONFIRMED";"2026-06-03 15:19:00"
3200;"PNR13200";387;494;1;9000.0;"CANCELLED";"2026-06-03 15:20:00"
3201;"PNR13201";11;127;5;26000.0;"PENDING";"2026-06-03 15:21:00"
3202;"PNR13202";444;137;4;50000.0;"CONFIRMED";"2026-06-03 15:22:00"
3203;"PNR13203";359;96;1;12500.0;"CONFIRMED";"2026-06-03 15:23:00"
3204;"PNR13204";272;481;5;22500.0;"CANCELLED";"2026-06-03 15:24:00"
3205;"PNR13205";216;477;6;27000.0;"CANCELLED";"2026-06-03 15:25:00"
3206;"PNR13206";422;381;6;180000.0;"CANCELLED";"2026-06-03 15:26:00"
3207;"PNR13207";165;113;2;84000.0;"PENDING";"2026-06-03 15:27:00"
3208;"PNR13208";470;270;3;294000.0;"PENDING";"2026-06-03 15:28:00"
3209;"PNR13209";146;293;6;31200.0;"CONFIRMED";"2026-06-03 15:29:00"
3210;"PNR13210";398;456;2;49000.0;"CONFIRMED";"2026-06-03 15:30:00"
3211;"PNR13211";426;162;5;150000.0;"CONFIRMED";"2026-06-03 15:31:00"
3212;"PNR13212";309;256;1;4500.0;"CONFIRMED";"2026-06-03 15:32:00"
3213;"PNR13213";431;413;3;27000.0;"CONFIRMED";"2026-06-03 15:33:00"
3214;"PNR13214";286;485;3;204000.0;"CONFIRMED";"2026-06-03 15:34:00"
3215;"PNR13215";114;294;2;136000.0;"CANCELLED";"2026-06-03 15:35:00"
3216;"PNR13216";411;125;3;168000.0;"CONFIRMED";"2026-06-03 15:36:00"
3217;"PNR13217";303;356;5;430000.0;"CONFIRMED";"2026-06-03 15:37:00"
3218;"PNR13218";383;442;6;75000.0;"CONFIRMED";"2026-06-03 15:38:00"
3219;"PNR13219";436;319;6;36600.0;"CANCELLED";"2026-06-03 15:39:00"
3220;"PNR13220";365;264;2;136000.0;"PENDING";"2026-06-03 15:40:00"
3221;"PNR13221";364;212;5;92500.0;"CONFIRMED";"2026-06-03 15:41:00"
3222;"PNR13222";174;142;1;98000.0;"PENDING";"2026-06-03 15:42:00"
3223;"PNR13223";381;152;5;22500.0;"PENDING";"2026-06-03 15:43:00"
3224;"PNR13224";488;143;3;90000.0;"CONFIRMED";"2026-06-03 15:44:00"
3225;"PNR13225";369;247;5;45000.0;"CANCELLED";"2026-06-03 15:45:00"
3226;"PNR13226";438;171;1;56000.0;"CONFIRMED";"2026-06-03 15:46:00"
3227;"PNR13227";92;378;3;204000.0;"CONFIRMED";"2026-06-03 15:47:00"
3228;"PNR13228";210;481;1;86000.0;"CONFIRMED";"2026-06-03 15:48:00"
3229;"PNR13229";122;368;4;120000.0;"CONFIRMED";"2026-06-03 15:49:00"
3230;"PNR13230";227;136;4;392000.0;"PENDING";"2026-06-03 15:50:00"
3231;"PNR13231";447;344;2;60000.0;"CONFIRMED";"2026-06-03 15:51:00"
3232;"PNR13232";256;252;3;18300.0;"CANCELLED";"2026-06-03 15:52:00"
3233;"PNR13233";421;133;6;111000.0;"CONFIRMED";"2026-06-03 15:53:00"
3234;"PNR13234";270;388;3;294000.0;"CANCELLED";"2026-06-03 15:54:00"
3235;"PNR13235";396;223;5;150000.0;"CANCELLED";"2026-06-03 15:55:00"
3236;"PNR13236";339;152;4;224000.0;"CONFIRMED";"2026-06-03 15:56:00"
3237;"PNR13237";206;7;3;37500.0;"CONFIRMED";"2026-06-03 15:57:00"
3238;"PNR13238";479;91;4;88000.0;"CONFIRMED";"2026-06-03 15:58:00"
3239;"PNR13239";314;190;2;196000.0;"CONFIRMED";"2026-06-03 15:59:00"
3240;"PNR13240";273;205;1;56000.0;"CONFIRMED";"2026-06-03 16:00:00"
3241;"PNR13241";417;277;2;150000.0;"CANCELLED";"2026-06-03 16:01:00"
3242;"PNR13242";16;24;3;55500.0;"CONFIRMED";"2026-06-03 16:02:00"
3243;"PNR13243";498;301;5;45000.0;"CONFIRMED";"2026-06-03 16:03:00"
3244;"PNR13244";495;119;6;132000.0;"CONFIRMED";"2026-06-03 16:04:00"
3245;"PNR13245";384;103;3;126000.0;"CONFIRMED";"2026-06-03 16:05:00"
3246;"PNR13246";19;387;6;36600.0;"CONFIRMED";"2026-06-03 16:06:00"
3247;"PNR13247";259;201;6;180000.0;"CANCELLED";"2026-06-03 16:07:00"
3248;"PNR13248";244;220;5;122500.0;"CONFIRMED";"2026-06-03 16:08:00"
3249;"PNR13249";294;278;2;60000.0;"PENDING";"2026-06-03 16:09:00"
3250;"PNR13250";73;73;4;344000.0;"CANCELLED";"2026-06-03 16:10:00"
3251;"PNR13251";399;191;4;168000.0;"CONFIRMED";"2026-06-03 16:11:00"
3252;"PNR13252";53;416;5;280000.0;"CONFIRMED";"2026-06-03 16:12:00"
3253;"PNR13253";56;333;2;60000.0;"CONFIRMED";"2026-06-03 16:13:00"
3254;"PNR13254";424;477;2;196000.0;"CONFIRMED";"2026-06-03 16:14:00"
3255;"PNR13255";369;363;3;126000.0;"PENDING";"2026-06-03 16:15:00"
3256;"PNR13256";336;112;5;45000.0;"CONFIRMED";"2026-06-03 16:16:00"
3257;"PNR13257";349;458;3;225000.0;"CANCELLED";"2026-06-03 16:17:00"
3258;"PNR13258";93;395;6;111000.0;"CANCELLED";"2026-06-03 16:18:00"
3259;"PNR13259";247;340;4;392000.0;"CONFIRMED";"2026-06-03 16:19:00"
3260;"PNR13260";300;241;3;73500.0;"CONFIRMED";"2026-06-03 16:20:00"
3261;"PNR13261";336;329;6;31200.0;"CONFIRMED";"2026-06-03 16:21:00"
3262;"PNR13262";17;332;2;84000.0;"PENDING";"2026-06-03 16:22:00"
3263;"PNR13263";159;179;2;196000.0;"CONFIRMED";"2026-06-03 16:23:00"
3264;"PNR13264";487;14;3;66000.0;"CONFIRMED";"2026-06-03 16:24:00"
3265;"PNR13265";455;243;1;22000.0;"CANCELLED";"2026-06-03 16:25:00"
3266;"PNR13266";235;465;2;49000.0;"CONFIRMED";"2026-06-03 16:26:00"
3267;"PNR13267";444;253;5;62500.0;"CANCELLED";"2026-06-03 16:27:00"
3268;"PNR13268";189;240;2;172000.0;"CONFIRMED";"2026-06-03 16:28:00"
3269;"PNR13269";401;394;4;392000.0;"CONFIRMED";"2026-06-03 16:29:00"
3270;"PNR13270";334;294;6;450000.0;"CONFIRMED";"2026-06-03 16:30:00"
3271;"PNR13271";83;195;2;112000.0;"PENDING";"2026-06-03 16:31:00"
3272;"PNR13272";253;286;2;10400.0;"CONFIRMED";"2026-06-03 16:32:00"
3273;"PNR13273";293;63;1;75000.0;"CONFIRMED";"2026-06-03 16:33:00"
3274;"PNR13274";183;27;3;168000.0;"CANCELLED";"2026-06-03 16:34:00"
3275;"PNR13275";293;295;3;73500.0;"CONFIRMED";"2026-06-03 16:35:00"
3276;"PNR13276";303;313;6;27000.0;"CONFIRMED";"2026-06-03 16:36:00"
3277;"PNR13277";487;121;4;36000.0;"PENDING";"2026-06-03 16:37:00"
3278;"PNR13278";195;225;1;9000.0;"CONFIRMED";"2026-06-03 16:38:00"
3279;"PNR13279";396;437;4;36000.0;"CONFIRMED";"2026-06-03 16:39:00"
3280;"PNR13280";60;402;6;147000.0;"CONFIRMED";"2026-06-03 16:40:00"
3281;"PNR13281";222;491;3;37500.0;"CONFIRMED";"2026-06-03 16:41:00"
3282;"PNR13282";397;162;3;258000.0;"PENDING";"2026-06-03 16:42:00"
3283;"PNR13283";374;277;6;36600.0;"CONFIRMED";"2026-06-03 16:43:00"
3284;"PNR13284";15;183;6;336000.0;"CONFIRMED";"2026-06-03 16:44:00"
3285;"PNR13285";144;472;2;172000.0;"CONFIRMED";"2026-06-03 16:45:00"
3286;"PNR13286";336;76;6;147000.0;"CONFIRMED";"2026-06-03 16:46:00"
3287;"PNR13287";70;263;3;37500.0;"PENDING";"2026-06-03 16:47:00"
3288;"PNR13288";60;426;6;408000.0;"CONFIRMED";"2026-06-03 16:48:00"
3289;"PNR13289";17;308;3;73500.0;"CANCELLED";"2026-06-03 16:49:00"
3290;"PNR13290";207;339;3;66000.0;"CONFIRMED";"2026-06-03 16:50:00"
3291;"PNR13291";345;83;4;120000.0;"CONFIRMED";"2026-06-03 16:51:00"
3292;"PNR13292";349;289;2;18000.0;"CANCELLED";"2026-06-03 16:52:00"
3293;"PNR13293";177;231;3;55500.0;"CANCELLED";"2026-06-03 16:53:00"
3294;"PNR13294";75;401;4;344000.0;"CONFIRMED";"2026-06-03 16:54:00"
3295;"PNR13295";323;225;2;10400.0;"CONFIRMED";"2026-06-03 16:55:00"
3296;"PNR13296";7;345;4;120000.0;"CONFIRMED";"2026-06-03 16:56:00"
3297;"PNR13297";338;249;6;36600.0;"CONFIRMED";"2026-06-03 16:57:00"
3298;"PNR13298";108;203;2;37000.0;"CONFIRMED";"2026-06-03 16:58:00"
3299;"PNR13299";147;267;5;26000.0;"CONFIRMED";"2026-06-03 16:59:00"
3300;"PNR13300";64;268;1;22000.0;"CONFIRMED";"2026-06-03 17:00:00"
3301;"PNR13301";311;56;1;30000.0;"CONFIRMED";"2026-06-03 17:01:00"
3302;"PNR13302";89;244;3;37500.0;"CONFIRMED";"2026-06-03 17:02:00"
3303;"PNR13303";486;484;2;10400.0;"PENDING";"2026-06-03 17:03:00"
3304;"PNR13304";142;488;4;120000.0;"CONFIRMED";"2026-06-03 17:04:00"
3305;"PNR13305";252;23;4;20800.0;"CANCELLED";"2026-06-03 17:05:00"
3306;"PNR13306";179;183;6;147000.0;"PENDING";"2026-06-03 17:06:00"
3307;"PNR13307";151;374;1;98000.0;"CONFIRMED";"2026-06-03 17:07:00"
3308;"PNR13308";44;222;6;516000.0;"CANCELLED";"2026-06-03 17:08:00"
3309;"PNR13309";195;366;3;55500.0;"PENDING";"2026-06-03 17:09:00"
3310;"PNR13310";63;185;2;112000.0;"CANCELLED";"2026-06-03 17:10:00"
3311;"PNR13311";291;346;2;150000.0;"CONFIRMED";"2026-06-03 17:11:00"
3312;"PNR13312";227;50;6;336000.0;"CONFIRMED";"2026-06-03 17:12:00"
3313;"PNR13313";213;208;6;27000.0;"CANCELLED";"2026-06-03 17:13:00"
3314;"PNR13314";472;77;5;122500.0;"CONFIRMED";"2026-06-03 17:14:00"
3315;"PNR13315";250;445;5;122500.0;"CONFIRMED";"2026-06-03 17:15:00"
3316;"PNR13316";60;277;6;336000.0;"CONFIRMED";"2026-06-03 17:16:00"
3317;"PNR13317";155;375;5;92500.0;"CONFIRMED";"2026-06-03 17:17:00"
3318;"PNR13318";19;302;6;336000.0;"CONFIRMED";"2026-06-03 17:18:00"
3319;"PNR13319";81;279;2;196000.0;"CANCELLED";"2026-06-03 17:19:00"
3320;"PNR13320";240;453;2;10400.0;"CONFIRMED";"2026-06-03 17:20:00"
3321;"PNR13321";469;167;6;111000.0;"CONFIRMED";"2026-06-03 17:21:00"
3322;"PNR13322";368;69;4;344000.0;"PENDING";"2026-06-03 17:22:00"
3323;"PNR13323";402;54;3;66000.0;"CONFIRMED";"2026-06-03 17:23:00"
3324;"PNR13324";260;498;1;22000.0;"CONFIRMED";"2026-06-03 17:24:00"
3325;"PNR13325";454;212;5;150000.0;"CONFIRMED";"2026-06-03 17:25:00"
3326;"PNR13326";25;244;5;280000.0;"CANCELLED";"2026-06-03 17:26:00"
3327;"PNR13327";80;156;5;122500.0;"CONFIRMED";"2026-06-03 17:27:00"
3328;"PNR13328";149;15;5;26000.0;"CONFIRMED";"2026-06-03 17:28:00"
3329;"PNR13329";21;90;5;150000.0;"PENDING";"2026-06-03 17:29:00"
3330;"PNR13330";44;356;4;18000.0;"PENDING";"2026-06-03 17:30:00"
3331;"PNR13331";427;132;2;25000.0;"CONFIRMED";"2026-06-03 17:31:00"
3332;"PNR13332";298;322;2;196000.0;"CANCELLED";"2026-06-03 17:32:00"
3333;"PNR13333";407;135;6;252000.0;"CONFIRMED";"2026-06-03 17:33:00"
3334;"PNR13334";102;444;4;392000.0;"CONFIRMED";"2026-06-03 17:34:00"
3335;"PNR13335";441;449;2;112000.0;"PENDING";"2026-06-03 17:35:00"
3336;"PNR13336";2;144;5;280000.0;"CONFIRMED";"2026-06-03 17:36:00"
3337;"PNR13337";243;428;6;31200.0;"CONFIRMED";"2026-06-03 17:37:00"
3338;"PNR13338";352;277;6;408000.0;"CONFIRMED";"2026-06-03 17:38:00"
3339;"PNR13339";108;408;1;86000.0;"CONFIRMED";"2026-06-03 17:39:00"
3340;"PNR13340";58;369;4;224000.0;"CONFIRMED";"2026-06-03 17:40:00"
3341;"PNR13341";490;188;2;12200.0;"CONFIRMED";"2026-06-03 17:41:00"
3342;"PNR13342";143;130;1;24500.0;"CANCELLED";"2026-06-03 17:42:00"
3343;"PNR13343";167;350;5;62500.0;"CANCELLED";"2026-06-03 17:43:00"
3344;"PNR13344";82;17;4;50000.0;"PENDING";"2026-06-03 17:44:00"
3345;"PNR13345";351;473;4;20800.0;"CONFIRMED";"2026-06-03 17:45:00"
3346;"PNR13346";322;478;3;294000.0;"CONFIRMED";"2026-06-03 17:46:00"
3347;"PNR13347";379;212;1;9000.0;"PENDING";"2026-06-03 17:47:00"
3348;"PNR13348";176;134;6;31200.0;"CONFIRMED";"2026-06-03 17:48:00"
3349;"PNR13349";158;490;4;20800.0;"CONFIRMED";"2026-06-03 17:49:00"
3350;"PNR13350";281;164;2;25000.0;"CANCELLED";"2026-06-03 17:50:00"
3351;"PNR13351";388;378;1;18500.0;"CONFIRMED";"2026-06-03 17:51:00"
3352;"PNR13352";152;353;4;168000.0;"CONFIRMED";"2026-06-03 17:52:00"
3353;"PNR13353";241;131;4;20800.0;"CANCELLED";"2026-06-03 17:53:00"
3354;"PNR13354";252;184;1;75000.0;"CANCELLED";"2026-06-03 17:54:00"
3355;"PNR13355";174;294;4;300000.0;"CONFIRMED";"2026-06-03 17:55:00"
3356;"PNR13356";357;300;5;122500.0;"CANCELLED";"2026-06-03 17:56:00"
